project_id,client_id,sector,region,client_type,delivery_mode,start_date,end_date,duration_months,contract_value_usd,status,team_headcount,billable_hours,margin_pct
PRJ-01033,CLI-0280,Technology & Telecom,LATAM,New,Remote,2023-12-01,2024-09-01,9,900300.0,Completed,10,11475,0.2709
PRJ-01010,CLI-0310,Financial Services,North America,Existing,Hybrid,2023-12-02,2024-04-02,4,515600.0,Completed,7,3218,0.2513
PRJ-01008,CLI-0291,Public Sector,North America,Existing,On-site,2023-12-03,2024-03-03,3,290500.0,Completed,6,2517,0.3042
PRJ-01013,CLI-0378,Manufacturing,EMEA,Existing,Hybrid,2023-12-04,2024-05-04,5,271400.0,Completed,2,1417,0.217
PRJ-01007,CLI-0147,Retail & Consumer,APAC,Existing,On-site,2023-12-04,2024-06-04,6,490900.0,Completed,3,2310,0.2047
PRJ-01009,CLI-0103,Healthcare,North America,Existing,Hybrid,2023-12-04,2024-10-04,10,434400.0,Completed,5,7004,0.3126
PRJ-01047,CLI-0243,Technology & Telecom,North America,Existing,Hybrid,2023-12-05,2024-08-05,8,239500.0,Completed,2,2227,0.365
PRJ-01032,CLI-0186,Technology & Telecom,North America,New,Hybrid,2023-12-05,2024-11-05,11,978500.0,Completed,7,9780,0.3125
PRJ-01038,CLI-0135,Financial Services,EMEA,Existing,Remote,2023-12-05,2024-05-05,5,187300.0,Completed,2,1228,0.2636
PRJ-01039,CLI-0384,Public Sector,North America,Existing,Hybrid,2023-12-06,2024-02-06,2,250800.0,Completed,4,1046,0.1258
PRJ-01031,CLI-0303,Healthcare,EMEA,Existing,Hybrid,2023-12-08,2024-01-08,1,181800.0,Completed,1,132,0.2958
PRJ-01043,CLI-0213,Retail & Consumer,APAC,New,On-site,2023-12-08,2024-02-08,2,440600.0,Completed,4,1212,0.1999
PRJ-01044,CLI-0251,Manufacturing,APAC,Existing,Remote,2023-12-09,2024-06-09,6,389200.0,Completed,6,4374,0.2986
PRJ-01042,CLI-0192,Manufacturing,North America,Existing,Hybrid,2023-12-10,2024-07-10,7,400300.0,Completed,4,3748,0.3124
PRJ-01014,CLI-0059,Financial Services,EMEA,New,Remote,2023-12-10,2024-04-10,4,465500.0,Completed,5,2553,0.164
PRJ-01046,CLI-0195,Public Sector,APAC,New,Hybrid,2023-12-10,2024-07-10,7,610800.0,Completed,5,4088,0.1921
PRJ-01040,CLI-0143,Energy & Utilities,EMEA,Existing,Hybrid,2023-12-10,2024-10-10,10,1126800.0,Completed,12,16540,0.214
PRJ-01030,CLI-0117,Retail & Consumer,EMEA,New,On-site,2023-12-12,2024-05-12,5,499300.0,Completed,4,2769,0.2018
PRJ-01016,CLI-0284,Healthcare,EMEA,New,Remote,2023-12-12,2024-02-12,2,298000.0,Completed,1,239,0.2164
PRJ-01045,CLI-0345,Manufacturing,EMEA,Existing,Hybrid,2023-12-12,2024-01-12,1,292600.0,Completed,3,365,0.2769
PRJ-01027,CLI-0097,Public Sector,APAC,New,On-site,2023-12-12,2024-09-12,9,719700.0,Completed,8,10889,0.2578
PRJ-01019,CLI-0101,Healthcare,North America,Existing,On-site,2023-12-13,2024-04-13,4,194100.0,Completed,4,1997,0.2578
PRJ-01012,CLI-0073,Public Sector,LATAM,Existing,On-site,2023-12-14,2024-07-14,7,557700.0,Completed,7,5889,0.3416
PRJ-01025,CLI-0415,Healthcare,APAC,Existing,Hybrid,2023-12-14,2024-04-14,4,396800.0,Completed,4,2174,0.2103
PRJ-01048,CLI-0295,Technology & Telecom,APAC,New,Remote,2023-12-14,2024-04-14,4,762900.0,Completed,8,4989,0.1552
PRJ-01006,CLI-0110,Public Sector,North America,Existing,On-site,2023-12-14,2024-05-14,5,335800.0,Cancelled,5,3267,0.1818
PRJ-01026,CLI-0002,Financial Services,North America,Existing,Remote,2023-12-14,2024-04-14,4,244800.0,Completed,1,555,0.1937
PRJ-01050,CLI-0131,Manufacturing,EMEA,New,Remote,2023-12-17,2024-05-17,5,441500.0,Completed,6,4214,0.3059
PRJ-01021,CLI-0023,Healthcare,APAC,Existing,Remote,2023-12-17,2024-05-17,5,650300.0,Cancelled,6,3947,0.2868
PRJ-01017,CLI-0214,Healthcare,North America,Existing,Hybrid,2023-12-18,2024-02-18,2,183900.0,Completed,5,1173,0.271
PRJ-01029,CLI-0332,Financial Services,EMEA,Existing,Hybrid,2023-12-19,2024-07-19,7,376600.0,Completed,3,2767,0.3811
PRJ-01041,CLI-0062,Retail & Consumer,EMEA,New,Remote,2023-12-19,2024-01-19,1,225600.0,Completed,1,126,0.2865
PRJ-01035,CLI-0300,Healthcare,North America,Existing,Hybrid,2023-12-21,2024-01-21,1,281400.0,Completed,3,373,0.165
PRJ-01022,CLI-0151,Financial Services,North America,Existing,On-site,2023-12-22,2024-03-22,3,374700.0,Completed,4,1534,0.3332
PRJ-01036,CLI-0039,Retail & Consumer,North America,New,Hybrid,2023-12-23,2024-04-23,4,310300.0,Completed,3,1475,0.3024
PRJ-01011,CLI-0218,Financial Services,North America,New,Hybrid,2023-12-24,2024-05-24,5,356500.0,Completed,6,4489,0.344
PRJ-01020,CLI-0108,Financial Services,APAC,Existing,On-site,2023-12-24,2024-06-24,6,401800.0,Completed,3,2803,0.0682
PRJ-01037,CLI-0121,Energy & Utilities,North America,New,On-site,2023-12-25,2024-09-25,9,522200.0,Completed,7,8492,0.3258
PRJ-01049,CLI-0152,Retail & Consumer,APAC,Existing,Hybrid,2023-12-25,2024-02-25,2,156700.0,Completed,1,314,0.2613
PRJ-01015,CLI-0353,Financial Services,North America,Existing,Hybrid,2023-12-26,2024-02-26,2,388700.0,Completed,7,2071,0.2543
PRJ-01028,CLI-0324,Public Sector,North America,Existing,Hybrid,2023-12-26,2024-08-26,8,482700.0,Completed,6,5529,0.1607
PRJ-01018,CLI-0067,Technology & Telecom,EMEA,New,Hybrid,2023-12-27,2024-02-27,2,294900.0,Completed,3,684,0.3564
PRJ-01034,CLI-0048,Energy & Utilities,North America,Existing,Hybrid,2023-12-28,2024-09-28,9,1672300.0,Completed,20,27548,0.3291
PRJ-01023,CLI-0360,Financial Services,North America,New,Hybrid,2023-12-28,2024-05-28,5,605400.0,Completed,5,3515,0.4038
PRJ-01024,CLI-0366,Energy & Utilities,EMEA,Existing,Hybrid,2023-12-28,2024-04-28,4,996300.0,Completed,11,5003,0.2656
PRJ-01080,CLI-0286,Public Sector,EMEA,Existing,On-site,2024-01-01,2024-04-01,3,164900.0,Completed,2,716,0.1733
PRJ-01070,CLI-0083,Financial Services,LATAM,New,Hybrid,2024-01-02,2024-09-02,8,698600.0,Completed,5,4840,0.2336
PRJ-01069,CLI-0135,Financial Services,EMEA,New,On-site,2024-01-02,2024-10-02,9,450400.0,Completed,4,4809,0.2797
PRJ-01054,CLI-0331,Energy & Utilities,North America,Existing,Hybrid,2024-01-02,2024-08-02,7,304300.0,Completed,3,3020,0.2345
PRJ-01055,CLI-0054,Energy & Utilities,LATAM,Existing,Hybrid,2024-01-02,2024-05-02,4,353600.0,Completed,5,2490,0.1974
PRJ-01075,CLI-0065,Public Sector,North America,Existing,Remote,2024-01-04,2024-04-04,3,285600.0,Completed,3,1228,0.1962
PRJ-01063,CLI-0113,Healthcare,APAC,Existing,Hybrid,2024-01-06,2024-02-06,1,410400.0,Completed,4,570,0.4155
PRJ-01077,CLI-0185,Manufacturing,North America,Existing,Remote,2024-01-06,2024-05-06,4,438800.0,Completed,3,1841,0.2705
PRJ-01081,CLI-0165,Healthcare,North America,Existing,Hybrid,2024-01-08,2024-11-08,10,236000.0,Completed,2,2354,0.387
PRJ-01072,CLI-0417,Energy & Utilities,LATAM,Existing,On-site,2024-01-08,2024-04-08,3,354100.0,Completed,1,460,0.2737
PRJ-01062,CLI-0118,Financial Services,APAC,Existing,Remote,2024-01-09,2024-05-09,4,210600.0,Completed,1,596,0.2551
PRJ-01076,CLI-0023,Public Sector,EMEA,New,On-site,2024-01-09,2024-03-09,2,187500.0,Completed,1,259,0.3243
PRJ-01061,CLI-0252,Manufacturing,North America,New,Hybrid,2024-01-10,2024-06-10,5,311700.0,Cancelled,3,1860,0.2736
PRJ-01078,CLI-0334,Public Sector,EMEA,New,On-site,2024-01-11,2024-05-11,4,127900.0,Completed,2,1247,0.3824
PRJ-01082,CLI-0253,Manufacturing,EMEA,Existing,Hybrid,2024-01-12,2024-08-12,7,250600.0,Completed,1,820,0.2447
PRJ-01066,CLI-0104,Healthcare,APAC,Existing,Hybrid,2024-01-12,2024-07-12,6,711500.0,Completed,7,5540,0.2584
PRJ-01067,CLI-0417,Manufacturing,EMEA,Existing,On-site,2024-01-13,2024-06-13,5,514200.0,Completed,5,2957,0.2903
PRJ-01058,CLI-0400,Technology & Telecom,North America,Existing,On-site,2024-01-13,2025-02-13,13,306000.0,Completed,4,6672,0.2207
PRJ-01060,CLI-0249,Public Sector,North America,New,Hybrid,2024-01-13,2024-06-13,5,165000.0,Completed,1,782,0.2113
PRJ-01051,CLI-0301,Healthcare,North America,Existing,On-site,2024-01-13,2024-06-13,5,339100.0,Completed,5,3565,0.3559
PRJ-01065,CLI-0267,Public Sector,EMEA,New,Hybrid,2024-01-14,2024-06-14,5,302100.0,Completed,3,2362,0.1882
PRJ-01052,CLI-0321,Healthcare,EMEA,Existing,On-site,2024-01-14,2024-06-14,5,225700.0,Completed,4,2857,0.2175
PRJ-01053,CLI-0405,Public Sector,North America,New,On-site,2024-01-16,2024-09-16,8,184700.0,Completed,4,4300,0.319
PRJ-01073,CLI-0026,Technology & Telecom,North America,Existing,Hybrid,2024-01-16,2024-06-16,5,392900.0,Cancelled,7,5378,0.3562
PRJ-01059,CLI-0290,Financial Services,EMEA,Existing,Hybrid,2024-01-16,2024-05-16,4,189900.0,Completed,2,1185,0.233
PRJ-01056,CLI-0384,Financial Services,EMEA,New,On-site,2024-01-17,2024-07-17,6,353800.0,Completed,4,3189,0.4588
PRJ-01071,CLI-0153,Healthcare,EMEA,Existing,Hybrid,2024-01-19,2024-05-19,4,145800.0,Completed,1,523,0.4139
PRJ-01068,CLI-0104,Healthcare,APAC,Existing,On-site,2024-01-22,2024-06-22,5,275300.0,Completed,2,1258,0.3001
PRJ-01074,CLI-0009,Financial Services,North America,Existing,Hybrid,2024-01-23,2024-07-23,6,481200.0,Completed,5,4019,0.1662
PRJ-01079,CLI-0019,Financial Services,APAC,Existing,Remote,2024-01-24,2024-04-24,3,156500.0,Completed,3,1413,0.2781
PRJ-01057,CLI-0053,Financial Services,EMEA,Existing,Hybrid,2024-01-24,2024-05-24,4,280000.0,Completed,3,1479,0.4027
PRJ-01064,CLI-0316,Energy & Utilities,APAC,New,Hybrid,2024-01-27,2024-04-27,3,528700.0,Completed,5,2192,0.3164
PRJ-01107,CLI-0326,Energy & Utilities,APAC,New,Hybrid,2024-02-01,2024-10-01,8,364100.0,Completed,4,3870,0.2257
PRJ-01105,CLI-0073,Retail & Consumer,North America,Existing,Remote,2024-02-01,2024-11-01,9,263700.0,Completed,3,4161,0.3937
PRJ-01085,CLI-0412,Public Sector,EMEA,Existing,Remote,2024-02-04,2024-05-04,3,141800.0,Completed,1,435,0.3606
PRJ-01104,CLI-0194,Retail & Consumer,LATAM,New,On-site,2024-02-05,2024-08-05,6,209500.0,Completed,2,1857,0.4301
PRJ-01092,CLI-0211,Manufacturing,North America,New,Remote,2024-02-05,2024-07-05,5,578400.0,Completed,5,3844,0.309
PRJ-01084,CLI-0228,Financial Services,APAC,Existing,Remote,2024-02-06,2024-08-06,6,568100.0,Completed,7,5716,0.3953
PRJ-01088,CLI-0049,Manufacturing,North America,Existing,Hybrid,2024-02-08,2024-06-08,4,248100.0,Completed,1,519,0.1353
PRJ-01108,CLI-0321,Manufacturing,EMEA,Existing,Remote,2024-02-09,2024-08-09,6,311500.0,Completed,3,2206,0.4254
PRJ-01102,CLI-0269,Financial Services,EMEA,New,Hybrid,2024-02-09,2024-08-09,6,347900.0,Completed,4,2800,0.2875
PRJ-01086,CLI-0258,Healthcare,EMEA,Existing,Remote,2024-02-10,2024-07-10,5,330000.0,Completed,3,2062,0.3575
PRJ-01100,CLI-0384,Retail & Consumer,EMEA,Existing,Remote,2024-02-11,2024-12-11,10,316400.0,Completed,3,3871,0.3327
PRJ-01098,CLI-0292,Manufacturing,North America,New,On-site,2024-02-11,2024-04-11,2,150200.0,Completed,2,568,0.2652
PRJ-01101,CLI-0175,Public Sector,North America,Existing,Hybrid,2024-02-11,2024-10-11,8,579700.0,Completed,6,5790,0.32
PRJ-01091,CLI-0303,Energy & Utilities,EMEA,Existing,Remote,2024-02-11,2024-07-11,5,364800.0,Completed,5,2887,0.4118
PRJ-01093,CLI-0284,Financial Services,EMEA,Existing,Hybrid,2024-02-13,2025-01-13,11,384100.0,Completed,3,4990,0.3714
PRJ-01094,CLI-0036,Technology & Telecom,North America,New,Hybrid,2024-02-15,2024-08-15,6,622700.0,Completed,7,4824,0.3097
PRJ-01099,CLI-0065,Financial Services,APAC,Existing,Hybrid,2024-02-15,2024-03-15,1,337300.0,Completed,2,285,0.2786
PRJ-01103,CLI-0043,Healthcare,North America,New,Remote,2024-02-16,2024-07-16,5,337600.0,Completed,3,1791,0.2613
PRJ-01087,CLI-0160,Energy & Utilities,North America,Existing,On-site,2024-02-16,2024-09-16,7,358500.0,Completed,5,4931,0.4428
PRJ-01089,CLI-0319,Financial Services,North America,New,Hybrid,2024-02-18,2024-05-18,3,296700.0,Completed,3,1380,0.2987
PRJ-01095,CLI-0176,Technology & Telecom,North America,Existing,On-site,2024-02-20,2024-04-20,2,435600.0,Completed,6,1740,0.1914
PRJ-01083,CLI-0322,Manufacturing,North America,Existing,Remote,2024-02-20,2024-07-20,5,450000.0,Completed,3,1790,0.2912
PRJ-01096,CLI-0366,Retail & Consumer,EMEA,New,Hybrid,2024-02-21,2024-04-21,2,246500.0,Completed,2,582,0.3353
PRJ-01090,CLI-0335,Healthcare,North America,Existing,Remote,2024-02-21,2024-06-21,4,279800.0,Completed,4,2158,0.2402
PRJ-01106,CLI-0065,Public Sector,North America,New,Remote,2024-02-21,2024-05-21,3,161400.0,Completed,1,348,0.1677
PRJ-01097,CLI-0017,Healthcare,APAC,Existing,Remote,2024-02-23,2024-05-23,3,281300.0,Completed,3,1267,0.1931
PRJ-01115,CLI-0192,Manufacturing,APAC,Existing,Hybrid,2024-03-02,2024-08-02,5,567200.0,Completed,5,3641,0.236
PRJ-01122,CLI-0177,Technology & Telecom,North America,Existing,Hybrid,2024-03-02,2024-07-02,4,565300.0,Completed,8,4578,0.3035
PRJ-01118,CLI-0300,Retail & Consumer,EMEA,Existing,Hybrid,2024-03-03,2024-07-03,4,189500.0,Completed,3,1447,0.3755
PRJ-01138,CLI-0279,Retail & Consumer,APAC,New,Remote,2024-03-04,2024-07-04,4,534000.0,Completed,5,2339,0.3866
PRJ-01127,CLI-0234,Healthcare,EMEA,New,Remote,2024-03-04,2024-11-04,8,227000.0,Completed,3,3480,0.3015
PRJ-01111,CLI-0096,Technology & Telecom,North America,Existing,Remote,2024-03-05,2024-10-05,7,516000.0,Completed,5,5210,0.1636
PRJ-01131,CLI-0084,Healthcare,EMEA,Existing,On-site,2024-03-05,2024-07-05,4,424000.0,Completed,5,3108,0.215
PRJ-01139,CLI-0397,Financial Services,APAC,Existing,On-site,2024-03-05,2024-06-05,3,535400.0,Completed,6,2163,0.191
PRJ-01119,CLI-0123,Technology & Telecom,EMEA,Existing,Hybrid,2024-03-07,2024-12-07,9,894700.0,Completed,8,9146,0.2188
PRJ-01132,CLI-0029,Financial Services,EMEA,Existing,Hybrid,2024-03-07,2024-10-07,7,591500.0,Completed,6,5243,0.2346
PRJ-01112,CLI-0121,Manufacturing,North America,Existing,Hybrid,2024-03-10,2024-05-10,2,357300.0,Completed,5,1455,0.1768
PRJ-01135,CLI-0316,Technology & Telecom,North America,New,Remote,2024-03-10,2024-09-10,6,491800.0,Completed,5,4346,0.2307
PRJ-01110,CLI-0281,Energy & Utilities,EMEA,New,Hybrid,2024-03-10,2024-06-10,3,442600.0,Completed,3,1125,0.2391
PRJ-01113,CLI-0275,Public Sector,APAC,Existing,Hybrid,2024-03-11,2024-06-11,3,411000.0,Completed,3,1361,0.3095
PRJ-01136,CLI-0066,Energy & Utilities,North America,Existing,Hybrid,2024-03-12,2024-10-12,7,227500.0,Completed,3,2581,0.3107
PRJ-01133,CLI-0040,Manufacturing,North America,Existing,On-site,2024-03-12,2024-09-12,6,416100.0,Completed,4,3758,0.33
PRJ-01124,CLI-0026,Financial Services,North America,New,Hybrid,2024-03-12,2024-09-12,6,181700.0,Completed,2,1696,0.4334
PRJ-01128,CLI-0219,Healthcare,EMEA,New,On-site,2024-03-13,2024-07-13,4,179000.0,Completed,3,1531,0.1824
PRJ-01120,CLI-0357,Technology & Telecom,EMEA,Existing,Remote,2024-03-13,2024-09-13,6,497700.0,Completed,5,4096,0.2817
PRJ-01126,CLI-0266,Financial Services,EMEA,Existing,On-site,2024-03-17,2024-08-17,5,396200.0,Completed,6,4298,0.3798
PRJ-01130,CLI-0057,Financial Services,EMEA,Existing,Hybrid,2024-03-18,2024-09-18,6,427400.0,Completed,4,2844,0.2965
PRJ-01116,CLI-0296,Public Sector,EMEA,Existing,Hybrid,2024-03-18,2024-07-18,4,251000.0,Completed,1,451,0.3547
PRJ-01134,CLI-0313,Retail & Consumer,North America,New,Hybrid,2024-03-18,2024-06-18,3,157800.0,Completed,2,756,0.3274
PRJ-01123,CLI-0178,Technology & Telecom,APAC,Existing,Hybrid,2024-03-20,2024-04-20,1,609000.0,Completed,9,1077,0.3354
PRJ-01129,CLI-0004,Energy & Utilities,North America,Existing,Hybrid,2024-03-20,2024-11-20,8,743500.0,Completed,6,6630,0.2609
PRJ-01125,CLI-0402,Public Sector,North America,New,On-site,2024-03-22,2024-10-22,7,667500.0,Completed,7,7139,0.3065
PRJ-01114,CLI-0076,Healthcare,APAC,Existing,Hybrid,2024-03-24,2024-07-24,4,298300.0,Completed,1,450,0.2831
PRJ-01137,CLI-0308,Healthcare,North America,New,On-site,2024-03-25,2024-08-25,5,355100.0,Completed,3,1752,0.2676
PRJ-01121,CLI-0035,Public Sector,LATAM,New,Hybrid,2024-03-26,2024-06-26,3,362100.0,Completed,4,1495,0.3738
PRJ-01141,CLI-0126,Manufacturing,EMEA,New,On-site,2024-03-26,2024-11-26,8,1063100.0,Completed,10,11032,0.3276
PRJ-01109,CLI-0041,Manufacturing,North America,Existing,Hybrid,2024-03-27,2024-08-27,5,309600.0,Completed,3,2256,0.2711
PRJ-01117,CLI-0216,Manufacturing,North America,New,Hybrid,2024-03-28,2024-06-28,3,126200.0,Completed,1,392,0.3495
PRJ-01140,CLI-0145,Technology & Telecom,LATAM,Existing,Remote,2024-03-28,2024-10-28,7,1255500.0,Completed,14,11602,0.2173
PRJ-01168,CLI-0001,Public Sector,EMEA,Existing,Hybrid,2024-04-01,2024-10-01,6,414200.0,Completed,4,3375,0.2436
PRJ-01156,CLI-0349,Financial Services,North America,New,On-site,2024-04-03,2024-08-03,4,233900.0,Completed,2,1086,0.2851
PRJ-01161,CLI-0338,Healthcare,EMEA,Existing,Remote,2024-04-05,2024-09-05,5,481800.0,Completed,4,3006,0.2394
PRJ-01158,CLI-0323,Public Sector,North America,Existing,Hybrid,2024-04-05,2024-12-05,8,322300.0,Completed,5,4863,0.2442
PRJ-01166,CLI-0328,Manufacturing,North America,New,Hybrid,2024-04-06,2024-07-06,3,668600.0,Completed,9,3126,0.2568
PRJ-01170,CLI-0307,Financial Services,EMEA,New,Remote,2024-04-06,2024-11-06,7,514200.0,Completed,8,8387,0.1675
PRJ-01154,CLI-0086,Energy & Utilities,EMEA,Existing,Hybrid,2024-04-06,2024-05-06,1,334500.0,Completed,4,461,0.3734
PRJ-01151,CLI-0117,Financial Services,North America,New,Hybrid,2024-04-06,2024-05-06,1,232500.0,Completed,4,499,0.2229
PRJ-01142,CLI-0392,Financial Services,LATAM,New,Remote,2024-04-08,2024-08-08,4,369300.0,Completed,4,2258,0.4001
PRJ-01150,CLI-0134,Energy & Utilities,EMEA,New,Remote,2024-04-09,2025-04-09,12,885000.0,Completed,12,18289,0.3738
PRJ-01144,CLI-0081,Public Sector,North America,New,Remote,2024-04-10,2024-07-10,3,265000.0,Completed,3,1279,0.3541
PRJ-01171,CLI-0225,Public Sector,North America,Existing,Remote,2024-04-13,2024-08-13,4,321700.0,Completed,4,2075,0.3105
PRJ-01173,CLI-0352,Financial Services,North America,Existing,Remote,2024-04-14,2024-09-14,5,553800.0,Completed,5,3520,0.3081
PRJ-01145,CLI-0157,Financial Services,North America,New,Hybrid,2024-04-14,2024-10-14,6,395500.0,Cancelled,4,2993,0.2777
PRJ-01167,CLI-0103,Financial Services,EMEA,New,Remote,2024-04-14,2024-07-14,3,323900.0,Completed,3,1236,0.2148
PRJ-01152,CLI-0331,Healthcare,North America,Existing,Hybrid,2024-04-14,2024-09-14,5,166200.0,Completed,2,1469,0.1857
PRJ-01172,CLI-0313,Retail & Consumer,North America,Existing,On-site,2024-04-15,2024-11-15,7,113700.0,Completed,1,827,0.2229
PRJ-01143,CLI-0302,Healthcare,APAC,New,Hybrid,2024-04-16,2024-08-16,4,289500.0,Cancelled,3,1462,0.1682
PRJ-01159,CLI-0355,Public Sector,North America,New,On-site,2024-04-17,2024-09-17,5,208200.0,Completed,2,1350,0.2661
PRJ-01155,CLI-0312,Manufacturing,EMEA,Existing,Hybrid,2024-04-19,2025-03-19,11,708900.0,Completed,7,9782,0.2644
PRJ-01147,CLI-0299,Healthcare,EMEA,New,Hybrid,2024-04-20,2025-01-20,9,792300.0,Completed,8,8223,0.2338
PRJ-01169,CLI-0365,Financial Services,North America,Existing,Hybrid,2024-04-20,2024-11-20,7,429900.0,Completed,7,7704,0.2446
PRJ-01164,CLI-0029,Manufacturing,North America,Existing,On-site,2024-04-20,2024-06-20,2,479200.0,Completed,7,1795,0.2846
PRJ-01149,CLI-0011,Financial Services,North America,New,On-site,2024-04-21,2024-09-21,5,220900.0,Completed,2,1485,0.3415
PRJ-01163,CLI-0075,Manufacturing,EMEA,Existing,On-site,2024-04-22,2024-09-22,5,981600.0,Completed,10,6084,0.2603
PRJ-01165,CLI-0293,Healthcare,North America,Existing,Remote,2024-04-23,2024-08-23,4,315200.0,Completed,2,1256,0.3559
PRJ-01157,CLI-0225,Manufacturing,North America,New,Hybrid,2024-04-23,2024-09-23,5,183200.0,Completed,2,1308,0.2114
PRJ-01148,CLI-0102,Manufacturing,North America,Existing,Remote,2024-04-24,2024-08-24,4,315300.0,Completed,3,1493,0.2611
PRJ-01146,CLI-0238,Public Sector,APAC,Existing,On-site,2024-04-27,2024-07-27,3,79600.0,Completed,1,362,0.2406
PRJ-01162,CLI-0179,Manufacturing,LATAM,Existing,Hybrid,2024-04-27,2024-10-27,6,130900.0,Completed,1,783,0.222
PRJ-01160,CLI-0166,Public Sector,EMEA,Existing,Hybrid,2024-04-28,2024-11-28,7,179100.0,Completed,2,1970,0.3707
PRJ-01153,CLI-0122,Financial Services,EMEA,New,Remote,2024-04-28,2024-08-28,4,275800.0,Completed,3,1803,0.2313
PRJ-01174,CLI-0084,Public Sector,North America,New,Hybrid,2024-04-28,2024-05-28,1,233700.0,Completed,3,354,0.2991
PRJ-01190,CLI-0397,Healthcare,APAC,Existing,On-site,2024-05-01,2024-09-01,4,433500.0,Completed,4,2213,0.3355
PRJ-01192,CLI-0382,Manufacturing,North America,Existing,Hybrid,2024-05-03,2024-09-03,4,179400.0,Completed,2,994,0.2226
PRJ-01176,CLI-0120,Technology & Telecom,North America,New,Remote,2024-05-03,2024-10-03,5,421200.0,Completed,3,2003,0.1716
PRJ-01178,CLI-0251,Healthcare,LATAM,Existing,On-site,2024-05-04,2024-11-04,6,582500.0,Completed,8,5565,0.2836
PRJ-01181,CLI-0349,Manufacturing,EMEA,Existing,Hybrid,2024-05-05,2024-11-05,6,334400.0,Completed,2,1680,0.2627
PRJ-01187,CLI-0261,Technology & Telecom,North America,Existing,Remote,2024-05-07,2024-11-07,6,365900.0,Completed,2,1517,0.3473
PRJ-01175,CLI-0382,Financial Services,North America,Existing,Remote,2024-05-08,2025-01-08,8,551100.0,Completed,7,8535,0.3155
PRJ-01188,CLI-0409,Financial Services,North America,New,On-site,2024-05-08,2024-10-08,5,195300.0,Completed,1,690,0.294
PRJ-01183,CLI-0315,Financial Services,North America,Existing,Remote,2024-05-09,2024-06-09,1,317000.0,Completed,4,492,0.2359
PRJ-01177,CLI-0055,Financial Services,LATAM,Existing,On-site,2024-05-16,2024-07-16,2,468400.0,Completed,7,1723,0.2992
PRJ-01179,CLI-0158,Healthcare,North America,New,Hybrid,2024-05-19,2024-09-19,4,237700.0,Completed,5,2259,0.2612
PRJ-01186,CLI-0084,Financial Services,EMEA,Existing,Remote,2024-05-19,2024-09-19,4,238500.0,Completed,3,1581,0.2472
PRJ-01184,CLI-0126,Manufacturing,North America,New,Hybrid,2024-05-21,2024-11-21,6,292900.0,Completed,1,913,0.2612
PRJ-01191,CLI-0136,Manufacturing,LATAM,New,Hybrid,2024-05-22,2024-12-22,7,468600.0,Completed,6,5096,0.2939
PRJ-01189,CLI-0183,Public Sector,APAC,New,Hybrid,2024-05-23,2024-09-23,4,315800.0,Completed,3,1704,0.3029
PRJ-01180,CLI-0174,Retail & Consumer,North America,New,Hybrid,2024-05-23,2024-08-23,3,224700.0,Completed,2,820,0.2491
PRJ-01182,CLI-0245,Financial Services,EMEA,Existing,Hybrid,2024-05-24,2024-11-24,6,134600.0,Completed,1,724,0.068
PRJ-01185,CLI-0296,Energy & Utilities,North America,Existing,On-site,2024-05-27,2024-09-27,4,125700.0,Completed,2,917,0.2507
PRJ-01193,CLI-0048,Energy & Utilities,North America,Existing,On-site,2024-05-28,2025-03-28,10,465300.0,Completed,4,4708,0.2514
PRJ-01213,CLI-0414,Energy & Utilities,EMEA,New,Remote,2024-06-02,2025-03-02,9,711600.0,Completed,6,6745,0.2417
PRJ-01201,CLI-0335,Manufacturing,EMEA,Existing,On-site,2024-06-02,2024-08-02,2,346200.0,Completed,4,1080,0.3486
PRJ-01212,CLI-0061,Technology & Telecom,EMEA,New,Remote,2024-06-03,2024-12-03,6,594900.0,Completed,7,4843,0.2324
PRJ-01209,CLI-0380,Financial Services,North America,Existing,Remote,2024-06-03,2024-12-03,6,655800.0,Completed,5,4695,0.3322
PRJ-01202,CLI-0310,Manufacturing,EMEA,Existing,Hybrid,2024-06-04,2024-09-04,3,199200.0,Completed,2,872,0.2286
PRJ-01219,CLI-0110,Financial Services,North America,Existing,Remote,2024-06-05,2024-07-05,1,393000.0,Completed,4,583,0.2567
PRJ-01198,CLI-0203,Manufacturing,APAC,New,Hybrid,2024-06-05,2025-01-05,7,445600.0,Completed,3,2774,0.3705
PRJ-01211,CLI-0417,Healthcare,EMEA,Existing,Remote,2024-06-05,2025-02-05,8,390200.0,Completed,4,3698,0.2289
PRJ-01214,CLI-0330,Healthcare,APAC,Existing,Hybrid,2024-06-07,2024-10-07,4,182500.0,Completed,2,1137,0.2929
PRJ-01221,CLI-0203,Financial Services,APAC,Existing,Hybrid,2024-06-09,2024-09-09,3,830600.0,Completed,7,2887,0.2315
PRJ-01196,CLI-0255,Retail & Consumer,North America,Existing,Hybrid,2024-06-10,2025-03-10,9,319600.0,Completed,4,4431,0.3177
PRJ-01203,CLI-0272,Retail & Consumer,North America,Existing,Remote,2024-06-10,2024-11-10,5,400900.0,Completed,3,1798,0.2647
PRJ-01229,CLI-0156,Healthcare,EMEA,New,Remote,2024-06-11,2024-09-11,3,305100.0,Completed,2,837,0.2849
PRJ-01206,CLI-0329,Financial Services,North America,Existing,Remote,2024-06-12,2024-10-12,4,426900.0,Completed,3,1549,0.2794
